student,degree,act,scholarship,ap_courses,first_gen,non_traditional
1769,Yes,31,0,0,Yes,No
1770,No,27,0,0,No,No
1771,Yes,29,0,22,Yes,No
1772,Yes,18,0,0,No,No
1773,Yes,27,0,0,No,No
1774,Yes,28,0,0,Yes,No
1775,No,21,0,0,No,No
1776,No,26,0,0,Yes,No
1777,Yes,24,0,0,Yes,No
1778,Yes,26,0,0,Yes,No
1779,Yes,14,0,0,No,No
1780,Yes,26,1,3,Yes,No
1781,Yes,22,0,0,No,No
1782,No,18,0,0,No,No
1783,Yes,24,1.5,6,Yes,No
1784,No,24,0,4,No,No
1785,Yes,25,0,0,No,No
1786,No,18,0,0,Yes,No
1787,Yes,21,0,0,Yes,No
1788,Yes,24,0,0,Yes,No
1789,Yes,24,0,0,Yes,No
1790,Yes,25,0,0,Yes,No
1791,No,30,0,0,No,No
1792,Yes,19,0,0,Yes,No
1793,No,26,0,0,Yes,No
1794,Yes,26,0.75,0,Yes,No
1795,No,22,0,0,Yes,No
1796,No,17,0,0,No,No
1797,Yes,19,0,0,No,No
1798,No,19,0,0,No,No
1799,Yes,24,0,3,Yes,No
1800,No,11,0,0,No,No
1801,Yes,22,0,0,No,No
1802,Yes,24,0,0,Yes,No
1803,Yes,13,0,0,Yes,Yes
1804,Yes,24,0,0,Yes,No
1805,Yes,24,0,0,Yes,No
1806,Yes,18,0,0,No,No
1807,No,29,0,0,No,No
1808,No,29,0,4,Yes,No
1809,No,16,0,0,No,No
1810,Yes,24,0,0,Yes,No
1811,Yes,25,0,0,Yes,No
1812,Yes,20,0,0,Yes,No
1813,Yes,21,0,7,No,No
1814,Yes,25,0,0,Yes,No
1815,Yes,28,0.5,4,Yes,No
1816,No,20,0,0,No,No
1817,Yes,28,0,0,Yes,No
1818,Yes,28,0,19,Yes,No
1819,Yes,26,0,12,Yes,No
1820,Yes,23,0,0,Yes,No
1821,Yes,29,0,0,Yes,No
1822,No,16,0,0,Yes,No
1823,Yes,19,0,0,Yes,No
1824,No,22,1,0,Yes,No
1825,No,27,0,0,Yes,No
1826,Yes,26,0.5,0,Yes,No
1827,Yes,23,0,0,Yes,No
1828,Yes,23,0,0,Yes,No
1829,Yes,21,0,0,Yes,No
1830,No,32,0,8,Yes,No
1831,Yes,22,0,0,Yes,No
1832,Yes,30,0,40,No,No
1833,No,24,0,0,Yes,No
1834,No,23,0,0,Yes,No
1835,Yes,30,0,20,Yes,No
1836,Yes,27,0,0,Yes,No
1837,Yes,26,0,0,No,No
1838,Yes,22,0,0,No,No
1839,No,17,0,0,No,No
1840,Yes,26,0,16,Yes,No
1841,Yes,23,0,0,No,No
1842,Yes,24,0,31,No,No
1843,Yes,18,0,0,Yes,No
1844,Yes,31,0,8,Yes,No
1845,No,27,0,0,No,No
1846,No,22,0,4,Yes,No
1847,Yes,28,0,15,Yes,No
1848,Yes,25,0,14,Yes,No
1849,Yes,18,0,0,Yes,No
1850,No,20,0,0,No,No
1851,Yes,25,0,0,No,No
1852,Yes,30,0,8,Yes,No
1853,Yes,23,0,0,No,No
1854,Yes,25,0,0,Yes,No
1855,No,15,0,0,No,No
1856,Yes,31,0,12,Yes,No
1857,Yes,23,0,0,No,No
1858,Yes,27,0,0,Yes,No
1859,Yes,13,0,0,No,Yes
1860,Yes,23,0,4,No,No
1861,No,25,0,4,Yes,No
1862,Yes,29,2.25,4,Yes,No
1863,Yes,23,0,0,Yes,No
1864,Yes,28,0,0,No,No
1865,No,21,0,0,Yes,No
1866,Yes,29,0,0,Yes,No
1867,Yes,25,0,0,Yes,No
1868,Yes,27,0,7,Yes,No
1869,Yes,27,1.5,11,Yes,No
1870,Yes,25,0,0,Yes,No
1871,Yes,25,0,4,Yes,No
1872,Yes,29,0,0,No,No
1873,Yes,24,0,0,No,No
1874,Yes,30,0,0,Yes,No
1875,Yes,32,0,0,Yes,No
1876,Yes,29,0,11,Yes,No
1877,Yes,24,0,13,Yes,No
1878,Yes,27,0,0,No,No
1879,No,24,0,0,No,No
1880,Yes,21,0,0,Yes,No
1881,Yes,25,0,0,Yes,No
1882,Yes,22,0,0,Yes,No
1883,Yes,25,0,0,Yes,No
1884,No,23,0,0,Yes,No
1885,Yes,19,0,0,Yes,No
1886,Yes,26,0,0,No,No
1887,Yes,31,0,0,No,No
1888,No,22,0,0,Yes,No
1889,Yes,28,0,7,Yes,No
1890,Yes,25,0,6,Yes,No
1891,Yes,21,0,0,No,No
1892,Yes,24,0,11,No,No
1893,Yes,20,1,0,No,No
1894,Yes,20,0,0,Yes,No
1895,Yes,20,0,0,No,No
1896,Yes,34,0,0,Yes,No
1897,Yes,26,0,0,Yes,No
1898,No,19,0,0,Yes,No
1899,Yes,27,0,4,Yes,No
1900,No,20,0,0,No,No
1901,Yes,28,0,0,Yes,No
1902,Yes,27,0,11,Yes,No
1903,No,25,0,0,Yes,No
1904,Yes,21,0,0,Yes,No
1905,No,27,1,10,Yes,No
1906,Yes,21,0,0,Yes,No
1907,No,15,0,0,No,No
1908,Yes,24,0,0,No,No
1909,Yes,25,0,0,No,No
1910,No,24,1,0,Yes,No
1911,Yes,34,2.5,39,Yes,No
1912,Yes,24,0,0,Yes,No
1913,Yes,26,0,11,Yes,No
1914,Yes,30,1.5,20,Yes,No
1915,Yes,29,0,0,Yes,No
1916,Yes,32,1,4,Yes,No
1917,No,18,0,0,Yes,No
1918,No,31,0,0,Yes,No
1919,No,28,0,0,No,No
1920,Yes,21,0,4,Yes,No
1921,Yes,30,0.5,4,No,No
1922,Yes,21,0,4,No,No
1923,Yes,25,0,8,Yes,No
1924,Yes,28,0,4,Yes,No
1925,No,24,0,10,No,No
1926,Yes,25,0,9,No,No
1927,No,25,0,0,Yes,No
1928,Yes,24,0,0,Yes,No
1929,Yes,15,0,0,No,No
1930,Yes,28,0,12,No,No
1931,Yes,23,0,0,Yes,No
1932,Yes,26,0,0,No,No
1933,Yes,23,0,0,Yes,No
1934,Yes,22,0,0,No,No
1935,Yes,26,0,0,Yes,No
1936,Yes,27,0,7,Yes,No
1937,Yes,19,0,0,No,No
1938,Yes,24,0,0,No,No
1939,Yes,30,1,6,Yes,No
1940,No,23,0,0,No,No
1941,Yes,29,0,18,Yes,No
1942,Yes,24,0,0,No,No
1943,Yes,22,0,0,Yes,No
1944,Yes,26,0,4,Yes,No
1945,Yes,22,0,0,Yes,No
1946,Yes,28,0,17,Yes,No
1947,Yes,30,0,17,Yes,No
1948,Yes,25,0,0,Yes,No
1949,Yes,23,0,0,Yes,No
1950,Yes,25,0,4,Yes,No
1951,Yes,28,0,0,Yes,No
1952,Yes,27,0,4,Yes,No
1953,Yes,30,1.5,31,Yes,No
1954,Yes,30,0,25,Yes,No
1955,Yes,25,0,0,No,No
1956,Yes,30,0.5,0,Yes,No
1957,Yes,24,0,4,Yes,No
1958,Yes,20,0,0,Yes,No
1959,No,25,0,0,Yes,No
1960,Yes,24,0,4,Yes,No
1961,No,28,0,0,Yes,No
1962,No,30,0,0,Yes,No
1963,No,26,0,11,Yes,No
1964,Yes,29,0,0,No,No
1965,Yes,26,0,0,Yes,No
1966,No,27,0,0,Yes,No
1967,Yes,20,0,0,Yes,No
1968,Yes,29,0,0,Yes,No
1969,Yes,26,0,0,Yes,No
1970,No,33,1.5,0,No,No
1971,Yes,19,0,0,Yes,No
1972,Yes,25,1,4,Yes,No
1973,Yes,27,0,0,Yes,No
1974,No,22,0,0,Yes,No
1975,Yes,29,0,14,Yes,No
1976,No,16,0,0,Yes,No
1977,Yes,25,0,0,Yes,No
1978,Yes,24,0,8,No,No
1979,Yes,29,0,4,Yes,No
1980,Yes,21,0,0,Yes,No
1981,Yes,19,0,0,No,No
1982,Yes,27,1.5,8,Yes,No
1983,No,20,0,0,Yes,No
1984,Yes,29,1.5,15,Yes,No
1985,Yes,31,0.5,11,Yes,No
1986,Yes,26,0,7,Yes,No
1987,No,21,0,0,No,No
1988,No,20,0,0,Yes,No
1989,Yes,30,1,0,Yes,No
1990,No,22,0,0,No,No
1991,Yes,28,0,0,No,No
1992,Yes,16,0,0,Yes,No
1993,No,25,0,0,Yes,No
1994,Yes,30,0,4,Yes,No
1995,Yes,23,0,0,Yes,No
1996,Yes,25,0,0,Yes,No
1997,Yes,20,0,0,Yes,No
1998,Yes,25,0,0,Yes,No
1999,Yes,29,0,8,Yes,No
2000,Yes,28,0,0,No,No
2001,Yes,24,0,0,No,No
2002,Yes,27,0,0,No,No
2003,Yes,23,0,12,Yes,No
2004,Yes,30,0,8,Yes,No
2005,No,23,0,0,No,No
2006,Yes,21,0,0,No,No
2007,Yes,25,0,4,No,No
2008,No,29,0,13,No,No
2009,Yes,15,0,0,No,No
2010,No,28,0,0,No,No
2011,Yes,28,1,0,Yes,No
2012,Yes,21,0,0,Yes,No
2013,Yes,20,0,0,No,No
2014,No,15,0,0,Yes,No
2015,Yes,25,0,0,Yes,No
2016,Yes,24,0,23,Yes,No
2017,No,31,0,0,No,No
2018,No,17,0,0,Yes,No
2019,No,15,0,0,No,No
2020,No,22,0,0,Yes,No
2021,No,17,0,0,Yes,No
2022,Yes,34,1,17,Yes,No
2023,No,25,0,0,Yes,No
2024,Yes,23,0,0,Yes,No
2025,Yes,30,1.5,18,Yes,No
2026,Yes,22,0,0,No,No
2027,No,26,0,0,Yes,No
2028,Yes,25,1.125,7,Yes,No
2029,Yes,20,0,0,Yes,No
2030,Yes,26,0,10,No,No
2031,Yes,26,0,0,Yes,No
2032,Yes,17,0,0,Yes,No
2033,No,26,0,0,No,No
2034,No,30,0,12,Yes,No
2035,Yes,23,0,0,Yes,No
2036,Yes,31,1.5,0,Yes,No
2037,Yes,20,0,0,Yes,No
2038,Yes,27,0,8,No,No
2039,Yes,22,0,0,No,No
2040,No,21,0,0,Yes,No
2041,Yes,28,1.5,0,Yes,No
2042,No,27,1.5,11,Yes,No
2043,Yes,22,0,0,Yes,No
2044,No,30,0,4,Yes,No
2045,Yes,26,0,8,Yes,No
2046,No,18,0,0,No,No
2047,Yes,28,0,6,Yes,No
2048,Yes,17,0,0,No,No
2049,Yes,30,0.5,6,Yes,No
2050,No,28,0,0,No,No
2051,Yes,23,0,0,Yes,No
2052,No,21,0,0,No,No
2053,Yes,24,0,7,Yes,No
2054,Yes,24,0,0,Yes,No
2055,Yes,23,0,0,Yes,No
2056,No,22,0,0,Yes,No
2057,Yes,22,0,4,Yes,No
2058,No,35,0,0,Yes,No
2059,Yes,31,0.5,6,Yes,No
2060,Yes,25,0,20,Yes,No
2061,Yes,25,0,0,Yes,No
2062,Yes,25,1,0,No,No
2063,No,27,0,6,Yes,No
2064,No,29,0,0,Yes,No
2065,No,22,0,0,No,No
2066,Yes,30,0,12,Yes,No
2067,No,16,0,0,No,No
2068,No,22,0,0,No,No
2069,Yes,27,1.5,11,Yes,No
2070,Yes,22,0,0,No,No
2071,No,19,0,0,Yes,No
2072,Yes,24,0,13,Yes,No
2073,Yes,30,1.5,26,Yes,No
2074,Yes,27,0,14,No,No
2075,Yes,26,0,0,No,No
2076,Yes,21,0,0,Yes,No
2077,Yes,24,0,8,Yes,No
2078,Yes,15,0,0,No,No
2079,No,32,0,0,No,Yes
2080,Yes,24,0,0,Yes,No
2081,Yes,23,0,7,No,No
2082,Yes,34,0,0,No,No
2083,Yes,16,0,0,No,No
2084,No,30,0,8,No,No
2085,Yes,30,1.5,4,Yes,No
2086,No,18,0,0,No,No
2087,Yes,23,0,0,No,No
2088,No,23,0,0,No,Yes
2089,No,23,0,0,Yes,No
2090,Yes,29,0,0,Yes,No
2091,Yes,26,0,4,Yes,No
2092,Yes,26,0,0,Yes,No
2093,No,24,0,0,No,No
2094,Yes,25,0,0,Yes,No
2095,Yes,24,0,0,No,No
2096,Yes,30,0,0,Yes,No
2097,Yes,24,0,0,Yes,No
2098,No,25,0,0,No,No
2099,Yes,23,0,0,Yes,No
2100,Yes,28,0,11,No,No
2101,Yes,31,1.5,8,Yes,No
2102,Yes,24,0,0,Yes,No
2103,Yes,20,0,0,No,No
2104,Yes,29,0,21,Yes,No
2105,Yes,28,2.5,7,Yes,No
2106,Yes,31,0,14,No,No
2107,Yes,28,0,7,No,No
2108,Yes,29,0.5,8,Yes,No
2109,Yes,26,0,0,Yes,No
2110,Yes,28,1,0,Yes,No
2111,No,28,0,0,Yes,No
2112,Yes,33,1.5,15,Yes,No
2113,Yes,26,0,0,No,No
2114,Yes,28,0,0,Yes,No
2115,Yes,25,0,0,Yes,No
2116,No,23,0,0,No,No
2117,Yes,27,0,0,No,Yes
2118,No,22,0,0,No,No
2119,Yes,27,0.5,4,Yes,No
2120,No,23,0,6,Yes,No
2121,No,23,0,0,Yes,No
2122,No,20,0,0,Yes,No
2123,Yes,24,0,0,Yes,No
2124,No,26,0,0,Yes,No
2125,No,28,0,0,Yes,No
2126,Yes,21,0,0,No,No
2127,Yes,24,0,0,Yes,No
2128,Yes,28,0,4,Yes,No
2129,Yes,32,3.5,6,Yes,No
2130,Yes,31,0,15,Yes,No
2131,Yes,28,1,13,No,No
2132,No,23,0,0,Yes,No
2133,Yes,15,0,0,No,No
2134,Yes,25,0,4,Yes,No
2135,No,23,0,0,No,No
2136,Yes,25,0,0,Yes,No
2137,No,24,0,0,No,No
2138,Yes,25,0,8,Yes,No
2139,Yes,29,0,0,Yes,No
2140,Yes,23,0,0,Yes,No
2141,Yes,29,0.5,0,Yes,No
2142,Yes,20,1,0,No,No
2143,Yes,29,0,0,Yes,No
2144,No,30,0,10,Yes,No
2145,Yes,27,0,11,Yes,No
2146,Yes,27,0,0,Yes,No
2147,Yes,26,0,4,Yes,No
2148,Yes,27,0,11,Yes,No
2149,Yes,27,1.5,7,Yes,No
2150,Yes,29,0,16,Yes,No
2151,Yes,27,1.75,0,Yes,No
2152,No,26,0,0,Yes,No
2153,No,21,0,0,No,No
2154,Yes,25,0,6,No,No
2155,No,30,0,0,No,No
2156,Yes,29,0,0,No,No
2157,Yes,23,0,0,Yes,No
2158,Yes,32,1.5,19,Yes,No
2159,Yes,30,1.5,12,No,No
2160,Yes,23,0,0,Yes,No
2161,No,21,0,0,No,No
2162,No,31,0,0,No,No
2163,Yes,27,0,4,Yes,No
2164,Yes,21,0,0,Yes,No
2165,No,22,0,0,No,Yes
2166,No,32,0,0,Yes,No
2167,Yes,28,0,4,Yes,No
2168,Yes,27,0,0,Yes,No
2169,Yes,26,0,12,Yes,No
2170,Yes,27,0,0,Yes,No
2171,Yes,26,0,0,Yes,No
2172,No,18,0,0,No,No
2173,Yes,19,0,0,Yes,No
2174,Yes,20,0,0,No,No
2175,No,24,0,0,Yes,Yes
2176,Yes,31,0,12,Yes,No
2177,Yes,22,0,0,Yes,No
2178,No,26,0,0,Yes,No
2179,No,26,0,0,Yes,No
2180,Yes,22,0,0,No,No
2181,Yes,27,2.5,11,Yes,No
2182,Yes,28,0,7,Yes,No
2183,Yes,22,0,4,Yes,No
2184,No,25,0,0,Yes,No
2185,Yes,30,0,13,Yes,No
2186,Yes,16,0,0,Yes,No
2187,Yes,27,0,0,No,No
2188,Yes,24,0,0,No,No
2189,Yes,28,0,0,Yes,No
2190,Yes,21,0,0,Yes,No
2191,Yes,24,0,0,No,No
2192,No,18,0,0,Yes,No
2193,No,25,0,0,Yes,No
2194,Yes,23,0,0,Yes,No
2195,Yes,22,0,0,Yes,No
2196,Yes,23,0,0,No,No
2197,Yes,19,0,0,No,No
2198,No,24,0,0,Yes,No
2199,No,21,0,0,No,No
2200,Yes,27,0,16,Yes,No
2201,Yes,29,1.5,0,Yes,No
2202,Yes,32,2.5,25,Yes,No
2203,No,19,0,0,No,No
2204,Yes,28,0.5,0,Yes,No
2205,No,31,0,19,Yes,No
2206,Yes,29,0,18,Yes,No
2207,Yes,34,2,19,Yes,No
2208,Yes,23,0,0,Yes,No
2209,Yes,22,0,0,Yes,No
2210,No,25,0,17,Yes,No
2211,Yes,28,0,0,Yes,No
2212,Yes,28,2.5,0,Yes,No
2213,No,24,0,0,Yes,No
2214,Yes,22,0,4,Yes,No
2215,Yes,30,0,11,Yes,No
2216,Yes,28,0,13,No,No
2217,Yes,19,0,0,No,No
2218,Yes,30,0,20,Yes,No
2219,Yes,25,0,0,Yes,No
2220,No,24,0,0,Yes,No
2221,No,25,0,0,Yes,No
2222,No,29,0,4,Yes,No
2223,No,17,0,0,No,No
2224,Yes,29,0,15,No,No
2225,Yes,21,0,0,Yes,No
2226,Yes,20,0,0,Yes,No
2227,No,28,1.65,0,Yes,No
2228,Yes,25,0,0,Yes,No
2229,Yes,24,0,0,No,No
2230,No,23,0,0,Yes,Yes
2231,Yes,30,0,12,Yes,No
2232,Yes,25,0,0,Yes,No
2233,Yes,25,0,0,Yes,No
2234,Yes,33,0.5,20,Yes,No
2235,Yes,28,1,0,Yes,No
2236,Yes,22,0,0,Yes,No
2237,Yes,27,0,0,Yes,No
2238,No,25,0,0,Yes,No
2239,No,26,0,0,Yes,No
2240,Yes,32,0.5,19,Yes,No
2241,Yes,29,1.5,0,Yes,No
2242,Yes,21,0,4,Yes,No
2243,Yes,28,0,12,No,No
2244,Yes,22,0,0,Yes,No
2245,Yes,24,1,10,Yes,No
2246,Yes,18,1.5,0,Yes,No
2247,Yes,24,0,0,Yes,No
2248,Yes,26,0,0,No,No
2249,Yes,25,0,0,Yes,No
2250,No,22,0,0,No,No
2251,Yes,32,2.5,11,Yes,No
2252,Yes,28,0,15,Yes,No
2253,Yes,23,0,15,Yes,No
2254,No,16,0,0,Yes,No
2255,Yes,26,0,0,Yes,No
2256,Yes,29,1.5,8,Yes,No
2257,Yes,24,0,0,Yes,No
2258,Yes,25,0,0,Yes,No
2259,No,27,0,0,No,No
2260,Yes,23,0,0,No,No
2261,No,19,0,0,No,No
2262,Yes,27,0,0,No,No
2263,Yes,11,0,0,No,Yes
2264,Yes,21,0,0,Yes,No
2265,Yes,22,0,0,Yes,No
2266,Yes,23,0,4,Yes,No
2267,Yes,21,0,0,Yes,No
2268,Yes,26,0,13,Yes,No
2269,Yes,23,0,0,Yes,No
2270,No,29,0,4,No,No
2271,Yes,24,0,0,No,No
2272,Yes,22,0,0,No,No
2273,Yes,26,0,0,Yes,No
2274,No,21,0,0,Yes,No
2275,Yes,23,0,0,No,No
2276,No,18,0,0,No,No
2277,Yes,26,0,4,Yes,No
2278,Yes,25,0,0,Yes,No
2279,No,23,0,0,Yes,No
2280,Yes,22,0,4,No,No
2281,Yes,22,0,0,No,No
2282,Yes,24,0,0,No,No
2283,No,21,0,0,No,No
2284,No,21,0,0,No,No
2285,No,27,0,34,Yes,No
2286,Yes,30,0,19,No,No
2287,Yes,23,0,0,No,No
2288,No,26,0,4,Yes,No
2289,No,22,0,0,No,No
2290,Yes,18,1,0,Yes,No
2291,Yes,24,0,0,Yes,No
2292,Yes,23,0,0,Yes,No
2293,No,25,0,0,Yes,No
2294,Yes,24,0,4,Yes,No
2295,Yes,26,0,0,Yes,No
2296,Yes,25,0,4,Yes,No
2297,Yes,29,0,13,Yes,No
2298,Yes,34,0,8,Yes,No
2299,Yes,22,0,0,No,No
2300,No,26,0,0,Yes,No
2301,Yes,23,1,0,Yes,No
2302,No,26,0,0,No,No
2303,Yes,18,0,0,No,No
2304,Yes,28,0,0,Yes,No
2305,Yes,29,0,0,Yes,No
2306,Yes,23,0.64999998,4,Yes,No
2307,Yes,26,0,0,Yes,No
2308,Yes,31,1.5,27,Yes,No
2309,Yes,27,0,34,Yes,No
2310,Yes,21,0,0,No,No
2311,Yes,20,0,0,No,No
2312,Yes,17,0,0,Yes,Yes
2313,Yes,26,0,0,No,No
2314,No,18,0,0,Yes,Yes
2315,Yes,22,0,0,No,No
2316,Yes,22,0,0,Yes,No
2317,Yes,32,0,8,Yes,No
2318,Yes,21,0,0,No,No
2319,Yes,26,0,0,No,No
2320,Yes,21,0,4,No,No
2321,No,21,0,0,No,No
2322,Yes,23,0,0,Yes,No
2323,Yes,27,0,4,No,No
2324,Yes,30,0,0,Yes,No
2325,Yes,24,0,0,Yes,No
2326,Yes,30,1.5,19,Yes,No
2327,Yes,22,1,0,Yes,No
2328,Yes,22,0,4,No,No
2329,Yes,29,0.5,0,Yes,No
2330,Yes,19,0,0,Yes,No
2331,No,23,0,0,Yes,No
2332,Yes,26,0,6,Yes,No
2333,No,23,0,0,No,Yes
2334,Yes,26,0,0,No,No
2335,No,20,0,0,No,No
2336,Yes,27,0,4,Yes,No
2337,No,20,0,0,No,No
2338,Yes,25,0,4,Yes,No
2339,Yes,33,1,0,Yes,No
2340,Yes,26,0,0,Yes,No
2341,Yes,21,1,0,No,No
2342,Yes,21,0,0,No,No
2343,No,18,0,0,No,No
2344,No,27,0,4,No,No